ts_code,trade_date,adj_factor
600519.SH,20051014,1.969
600519.SH,20051017,1.969
600519.SH,20051018,1.969
600519.SH,20051019,1.969
600519.SH,20051020,1.969
600519.SH,20051021,1.969
600519.SH,20051024,1.969
600519.SH,20051025,1.969
600519.SH,20051026,1.969
600519.SH,20051027,1.969
600519.SH,20051028,1.969
600519.SH,20051031,1.969
600519.SH,20051101,1.969
600519.SH,20051102,1.969
600519.SH,20051103,1.969
600519.SH,20051104,1.969
600519.SH,20051107,1.969
600519.SH,20051108,1.969
600519.SH,20051109,1.969
600519.SH,20051110,1.969
600519.SH,20051111,1.969
600519.SH,20051114,1.969
600519.SH,20051115,1.969
600519.SH,20051116,1.969
600519.SH,20051117,1.969
600519.SH,20051118,1.969
600519.SH,20051121,1.969
600519.SH,20051122,1.969
600519.SH,20051123,1.969
600519.SH,20051124,1.969
600519.SH,20051125,1.969
600519.SH,20051128,1.969
600519.SH,20051129,1.969
600519.SH,20051130,1.969
600519.SH,20051201,1.969
600519.SH,20051202,1.969
600519.SH,20051205,1.969
600519.SH,20051206,1.969
600519.SH,20051207,1.969
600519.SH,20051208,1.969
600519.SH,20051209,1.969
600519.SH,20051212,1.969
600519.SH,20051213,1.969
600519.SH,20051214,1.969
600519.SH,20051215,1.969
600519.SH,20051216,1.969
600519.SH,20051219,1.969
600519.SH,20051220,1.969
600519.SH,20051221,1.969
600519.SH,20051222,1.969
600519.SH,20051223,1.969
600519.SH,20051226,1.969
600519.SH,20051227,1.969
600519.SH,20051228,1.969
600519.SH,20051229,1.969
600519.SH,20051230,1.969
600519.SH,20060104,1.969
600519.SH,20060105,1.969
600519.SH,20060106,1.969
600519.SH,20060109,1.969
600519.SH,20060110,1.969
600519.SH,20060111,1.969
600519.SH,20060112,1.969
600519.SH,20060113,1.969
600519.SH,20060116,1.969
600519.SH,20060117,1.969
600519.SH,20060118,1.969
600519.SH,20060119,1.969
600519.SH,20060120,1.969
600519.SH,20060123,1.969
600519.SH,20060124,1.969
600519.SH,20060125,1.969
600519.SH,20060206,1.969
600519.SH,20060207,1.969
600519.SH,20060208,1.969
600519.SH,20060209,1.969
600519.SH,20060210,1.969
600519.SH,20060213,1.969
600519.SH,20060214,1.969
600519.SH,20060215,1.969
600519.SH,20060216,1.969
600519.SH,20060217,1.969
600519.SH,20060220,1.969
600519.SH,20060221,1.969
600519.SH,20060222,1.969
600519.SH,20060223,1.969
600519.SH,20060224,1.969
600519.SH,20060227,1.969
600519.SH,20060228,1.969
600519.SH,20060301,1.969
600519.SH,20060302,1.969
600519.SH,20060303,1.969
600519.SH,20060306,1.969
600519.SH,20060307,1.969
600519.SH,20060308,1.969
600519.SH,20060309,1.969
600519.SH,20060310,1.969
600519.SH,20060313,1.969
600519.SH,20060314,1.969
600519.SH,20060315,1.969
600519.SH,20060316,1.969
600519.SH,20060317,1.969
600519.SH,20060320,1.969
600519.SH,20060321,1.969
600519.SH,20060322,1.969
600519.SH,20060323,1.969
600519.SH,20060324,1.969
600519.SH,20060327,1.969
600519.SH,20060328,1.969
600519.SH,20060329,1.969
600519.SH,20060330,1.969
600519.SH,20060331,1.969
600519.SH,20060403,1.969
600519.SH,20060404,1.969
600519.SH,20060405,1.969
600519.SH,20060406,1.969
600519.SH,20060407,1.969
600519.SH,20060410,1.969
600519.SH,20060411,1.969
600519.SH,20060412,1.969
600519.SH,20060413,1.969
600519.SH,20060414,1.969
600519.SH,20060417,1.969
600519.SH,20060418,1.969
600519.SH,20060419,1.969
600519.SH,20060420,1.969
600519.SH,20060421,1.969
600519.SH,20060424,1.969
600519.SH,20060425,1.969
600519.SH,20060426,1.969
600519.SH,20060427,1.969
600519.SH,20060428,1.969
600519.SH,20060508,1.969
600519.SH,20060509,1.969
600519.SH,20060510,1.969
600519.SH,20060511,1.969
600519.SH,20060512,1.969
600519.SH,20060515,1.969
600519.SH,20060516,1.969
600519.SH,20060517,1.969
600519.SH,20060518,1.969
600519.SH,20060519,3.951
600519.SH,20060522,3.951
600519.SH,20060523,3.951
600519.SH,20060524,4.003
600519.SH,20060525,4.513
600519.SH,20060526,4.513
600519.SH,20060529,4.513
600519.SH,20060530,4.513
600519.SH,20060531,4.513
600519.SH,20060601,4.513
600519.SH,20060602,4.513
600519.SH,20060605,4.513
600519.SH,20060606,4.513
600519.SH,20060607,4.513
600519.SH,20060608,4.513
600519.SH,20060609,4.513
600519.SH,20060612,4.513
600519.SH,20060613,4.513
600519.SH,20060614,4.513
600519.SH,20060615,4.513
600519.SH,20060616,4.513
600519.SH,20060619,4.513
600519.SH,20060620,4.513
600519.SH,20060621,4.513
600519.SH,20060622,4.513
600519.SH,20060623,4.513
600519.SH,20060626,4.513
600519.SH,20060627,4.513
600519.SH,20060628,4.513
600519.SH,20060629,4.513
600519.SH,20060630,4.513
600519.SH,20060703,4.513
600519.SH,20060704,4.513
600519.SH,20060705,4.513
600519.SH,20060706,4.513
600519.SH,20060707,4.513
600519.SH,20060710,4.513
600519.SH,20060711,4.513
600519.SH,20060712,4.513
600519.SH,20060713,4.513
600519.SH,20060714,4.513
600519.SH,20060717,4.513
600519.SH,20060718,4.513
600519.SH,20060719,4.513
600519.SH,20060720,4.513
600519.SH,20060721,4.513
600519.SH,20060724,4.513
600519.SH,20060725,4.513
600519.SH,20060726,4.513
600519.SH,20060727,4.513
600519.SH,20060728,4.513
600519.SH,20060731,4.513
600519.SH,20060801,4.513
600519.SH,20060802,4.513
600519.SH,20060803,4.513
600519.SH,20060804,4.513
600519.SH,20060807,4.513
600519.SH,20060808,4.513
600519.SH,20060809,4.513
600519.SH,20060810,4.513
600519.SH,20060811,4.513
600519.SH,20060814,4.513
600519.SH,20060815,4.513
600519.SH,20060816,4.513
600519.SH,20060817,4.513
600519.SH,20060818,4.513
600519.SH,20060821,4.513
600519.SH,20060822,4.513
600519.SH,20060823,4.513
600519.SH,20060824,4.513
600519.SH,20060825,4.513
600519.SH,20060828,4.513
600519.SH,20060829,4.513
600519.SH,20060830,4.513
600519.SH,20060831,4.513
600519.SH,20060901,4.513
600519.SH,20060904,4.513
600519.SH,20060905,4.513
600519.SH,20060906,4.513
600519.SH,20060907,4.513
600519.SH,20060908,4.513
600519.SH,20060911,4.513
600519.SH,20060912,4.513
600519.SH,20060913,4.513
600519.SH,20060914,4.513
600519.SH,20060915,4.513
600519.SH,20060918,4.513
600519.SH,20060919,4.513
600519.SH,20060920,4.513
600519.SH,20060921,4.513
600519.SH,20060922,4.513
600519.SH,20060925,4.513
600519.SH,20060926,4.513
600519.SH,20060927,4.513
600519.SH,20060928,4.513
600519.SH,20060929,4.513
600519.SH,20061009,4.513
600519.SH,20061010,4.513
600519.SH,20061011,4.513
600519.SH,20061012,4.513
600519.SH,20061013,4.513
600519.SH,20061016,4.513
600519.SH,20061017,4.513
600519.SH,20061018,4.513
600519.SH,20061019,4.513
600519.SH,20061020,4.513
600519.SH,20061023,4.513
600519.SH,20061024,4.513
600519.SH,20061025,4.513
600519.SH,20061026,4.513
600519.SH,20061027,4.513
600519.SH,20061030,4.513
600519.SH,20061031,4.513
600519.SH,20061101,4.513
600519.SH,20061102,4.513
600519.SH,20061103,4.513
600519.SH,20061106,4.513
600519.SH,20061107,4.513
600519.SH,20061108,4.513
600519.SH,20061109,4.513
600519.SH,20061110,4.513
600519.SH,20061113,4.513
600519.SH,20061114,4.513
600519.SH,20061115,4.513
600519.SH,20061116,4.513
600519.SH,20061117,4.513
600519.SH,20061120,4.513
600519.SH,20061121,4.513
600519.SH,20061122,4.513
600519.SH,20061123,4.513
600519.SH,20061124,4.513
600519.SH,20061127,4.513
600519.SH,20061128,4.513
600519.SH,20061129,4.513
600519.SH,20061130,4.513
600519.SH,20061201,4.513
600519.SH,20061204,4.513
600519.SH,20061205,4.513
600519.SH,20061206,4.513
600519.SH,20061207,4.513
600519.SH,20061208,4.513
600519.SH,20061211,4.513
600519.SH,20061212,4.513
600519.SH,20061213,4.513
600519.SH,20061214,4.513
600519.SH,20061215,4.513
600519.SH,20061218,4.513
600519.SH,20061219,4.513
600519.SH,20061220,4.513
600519.SH,20061221,4.513
600519.SH,20061222,4.513
600519.SH,20061225,4.513
600519.SH,20061226,4.513
600519.SH,20061227,4.513
600519.SH,20061228,4.513
600519.SH,20061229,4.513
600519.SH,20070104,4.513
600519.SH,20070105,4.513
600519.SH,20070108,4.513
600519.SH,20070109,4.513
600519.SH,20070110,4.513
600519.SH,20070111,4.513
600519.SH,20070112,4.513
600519.SH,20070115,4.513
600519.SH,20070116,4.513
600519.SH,20070117,4.513
600519.SH,20070118,4.513
600519.SH,20070119,4.513
600519.SH,20070122,4.513
600519.SH,20070123,4.513
600519.SH,20070124,4.513
600519.SH,20070125,4.513
600519.SH,20070126,4.513
600519.SH,20070129,4.513
600519.SH,20070130,4.513
600519.SH,20070131,4.513
600519.SH,20070201,4.513
600519.SH,20070202,4.513
600519.SH,20070205,4.513
600519.SH,20070206,4.513
600519.SH,20070207,4.513
600519.SH,20070208,4.513
600519.SH,20070209,4.513
600519.SH,20070212,4.513
600519.SH,20070213,4.513
600519.SH,20070214,4.513
600519.SH,20070215,4.513
600519.SH,20070216,4.513
600519.SH,20070226,4.513
600519.SH,20070227,4.513
600519.SH,20070228,4.513
600519.SH,20070301,4.513
600519.SH,20070302,4.513
600519.SH,20070305,4.513
600519.SH,20070306,4.513
600519.SH,20070307,4.513
600519.SH,20070308,4.513
600519.SH,20070309,4.513
600519.SH,20070312,4.513
600519.SH,20070313,4.513
600519.SH,20070314,4.513
600519.SH,20070315,4.513
600519.SH,20070316,4.513
600519.SH,20070319,4.513
600519.SH,20070320,4.513
600519.SH,20070321,4.513
600519.SH,20070322,4.513
600519.SH,20070323,4.513
600519.SH,20070326,4.513
600519.SH,20070327,4.513
600519.SH,20070328,4.513
600519.SH,20070329,4.513
600519.SH,20070330,4.513
600519.SH,20070402,4.513
600519.SH,20070403,4.513
600519.SH,20070404,4.513
600519.SH,20070405,4.513
600519.SH,20070406,4.513
600519.SH,20070409,4.513
600519.SH,20070410,4.513
600519.SH,20070411,4.513
600519.SH,20070412,4.513
600519.SH,20070413,4.513
600519.SH,20070416,4.513
600519.SH,20070417,4.513
600519.SH,20070418,4.513
600519.SH,20070419,4.513
600519.SH,20070420,4.513
600519.SH,20070423,4.513
600519.SH,20070424,4.513
600519.SH,20070425,4.513
600519.SH,20070426,4.513
600519.SH,20070427,4.513
600519.SH,20070430,4.513
600519.SH,20070508,4.513
600519.SH,20070509,4.513
600519.SH,20070510,4.513
600519.SH,20070511,4.513
600519.SH,20070514,4.513
600519.SH,20070515,4.513
600519.SH,20070516,4.513
600519.SH,20070517,4.513
600519.SH,20070518,4.513
600519.SH,20070521,4.513
600519.SH,20070522,4.513
600519.SH,20070523,4.513
600519.SH,20070524,4.513
600519.SH,20070525,4.513
600519.SH,20070528,4.513
600519.SH,20070529,4.513
600519.SH,20070530,4.513
600519.SH,20070531,4.513
600519.SH,20070601,4.513
600519.SH,20070604,4.513
600519.SH,20070605,4.513
600519.SH,20070606,4.513
600519.SH,20070607,4.513
600519.SH,20070608,4.513
600519.SH,20070611,4.513
600519.SH,20070612,4.513
600519.SH,20070613,4.513
600519.SH,20070614,4.513
600519.SH,20070615,4.513
600519.SH,20070618,4.513
600519.SH,20070619,4.513
600519.SH,20070620,4.513
600519.SH,20070621,4.513
600519.SH,20070622,4.513
600519.SH,20070625,4.513
600519.SH,20070626,4.513
600519.SH,20070627,4.513
600519.SH,20070628,4.513
600519.SH,20070629,4.513
600519.SH,20070702,4.513
600519.SH,20070703,4.513
600519.SH,20070704,4.513
600519.SH,20070705,4.513
600519.SH,20070706,4.513
600519.SH,20070709,4.513
600519.SH,20070710,4.513
600519.SH,20070711,4.513
600519.SH,20070712,4.513
600519.SH,20070713,4.541
600519.SH,20070716,4.541
600519.SH,20070717,4.541
600519.SH,20070718,4.541
600519.SH,20070719,4.541
600519.SH,20070720,4.541
600519.SH,20070723,4.541
600519.SH,20070724,4.541
600519.SH,20070725,4.541
600519.SH,20070726,4.541
600519.SH,20070727,4.541
600519.SH,20070730,4.541
600519.SH,20070731,4.541
600519.SH,20070801,4.541
600519.SH,20070802,4.541
600519.SH,20070803,4.541
600519.SH,20070806,4.541
600519.SH,20070807,4.541
600519.SH,20070808,4.541
600519.SH,20070809,4.541
600519.SH,20070810,4.541
600519.SH,20070813,4.541
600519.SH,20070814,4.541
600519.SH,20070815,4.541
600519.SH,20070816,4.541
600519.SH,20070817,4.541
600519.SH,20070820,4.541
600519.SH,20070821,4.541
600519.SH,20070822,4.541
600519.SH,20070823,4.541
600519.SH,20070824,4.541
600519.SH,20070827,4.541
600519.SH,20070828,4.541
600519.SH,20070829,4.541
600519.SH,20070830,4.541
600519.SH,20070831,4.541
600519.SH,20070903,4.541
600519.SH,20070904,4.541
600519.SH,20070905,4.541
600519.SH,20070906,4.541
600519.SH,20070907,4.541
600519.SH,20070910,4.541
600519.SH,20070911,4.541
600519.SH,20070912,4.541
600519.SH,20070913,4.541
600519.SH,20070914,4.541
600519.SH,20070917,4.541
600519.SH,20070918,4.541
600519.SH,20070919,4.541
600519.SH,20070920,4.541
600519.SH,20070921,4.541
600519.SH,20070924,4.541
600519.SH,20070925,4.541
600519.SH,20070926,4.541
600519.SH,20070927,4.541
600519.SH,20070928,4.541
600519.SH,20071008,4.541
600519.SH,20071009,4.541
600519.SH,20071010,4.541
600519.SH,20071011,4.541
600519.SH,20071012,4.541
600519.SH,20071015,4.541
600519.SH,20071016,4.541
600519.SH,20071017,4.541
600519.SH,20071018,4.541
600519.SH,20071019,4.541
600519.SH,20071022,4.541
600519.SH,20071023,4.541
600519.SH,20071024,4.541
600519.SH,20071025,4.541
600519.SH,20071026,4.541
600519.SH,20071029,4.541
600519.SH,20071030,4.541
600519.SH,20071031,4.541
600519.SH,20071101,4.541
600519.SH,20071102,4.541
600519.SH,20071105,4.541
600519.SH,20071106,4.541
600519.SH,20071107,4.541
600519.SH,20071108,4.541
600519.SH,20071109,4.541
600519.SH,20071112,4.541
600519.SH,20071113,4.541
600519.SH,20071114,4.541
600519.SH,20071115,4.541
600519.SH,20071116,4.541
600519.SH,20071119,4.541
600519.SH,20071120,4.541
600519.SH,20071121,4.541
600519.SH,20071122,4.541
600519.SH,20071123,4.541
600519.SH,20071126,4.541
600519.SH,20071127,4.541
600519.SH,20071128,4.541
600519.SH,20071129,4.541
600519.SH,20071130,4.541
600519.SH,20071203,4.541
600519.SH,20071204,4.541
600519.SH,20071205,4.541
600519.SH,20071206,4.541
600519.SH,20071207,4.541
600519.SH,20071210,4.541
600519.SH,20071211,4.541
600519.SH,20071212,4.541
600519.SH,20071213,4.541
600519.SH,20071214,4.541
600519.SH,20071217,4.541
600519.SH,20071218,4.541
600519.SH,20071219,4.541
600519.SH,20071220,4.541
600519.SH,20071221,4.541
600519.SH,20071224,4.541
600519.SH,20071225,4.541
600519.SH,20071226,4.541
600519.SH,20071227,4.541
600519.SH,20071228,4.541
600519.SH,20080102,4.541
600519.SH,20080103,4.541
600519.SH,20080104,4.541
600519.SH,20080107,4.541
600519.SH,20080108,4.541
600519.SH,20080109,4.541
600519.SH,20080110,4.541
600519.SH,20080111,4.541
600519.SH,20080114,4.541
600519.SH,20080115,4.541
600519.SH,20080116,4.541
600519.SH,20080117,4.541
600519.SH,20080118,4.541
600519.SH,20080121,4.541
600519.SH,20080122,4.541
600519.SH,20080123,4.541
600519.SH,20080124,4.541
600519.SH,20080125,4.541
600519.SH,20080128,4.541
600519.SH,20080129,4.541
600519.SH,20080130,4.541
600519.SH,20080131,4.541
600519.SH,20080201,4.541
600519.SH,20080204,4.541
600519.SH,20080205,4.541
600519.SH,20080213,4.541
600519.SH,20080214,4.541
600519.SH,20080215,4.541
600519.SH,20080218,4.541
600519.SH,20080219,4.541
600519.SH,20080220,4.541
600519.SH,20080221,4.541
600519.SH,20080222,4.541
600519.SH,20080225,4.541
600519.SH,20080226,4.541
600519.SH,20080227,4.541
600519.SH,20080228,4.541
600519.SH,20080229,4.541
600519.SH,20080303,4.541
600519.SH,20080304,4.541
600519.SH,20080305,4.541
600519.SH,20080306,4.541
600519.SH,20080307,4.541
600519.SH,20080310,4.541
600519.SH,20080311,4.541
600519.SH,20080312,4.541
600519.SH,20080313,4.541
600519.SH,20080314,4.541
600519.SH,20080317,4.541
600519.SH,20080318,4.541
600519.SH,20080319,4.541
600519.SH,20080320,4.541
600519.SH,20080321,4.541
600519.SH,20080324,4.541
600519.SH,20080325,4.541
600519.SH,20080326,4.541
600519.SH,20080327,4.541
600519.SH,20080328,4.541
600519.SH,20080331,4.541
600519.SH,20080401,4.541
600519.SH,20080402,4.541
600519.SH,20080403,4.541
600519.SH,20080407,4.541
600519.SH,20080408,4.541
600519.SH,20080409,4.541
600519.SH,20080410,4.541
600519.SH,20080411,4.541
600519.SH,20080414,4.541
600519.SH,20080415,4.541
600519.SH,20080416,4.541
600519.SH,20080417,4.541
600519.SH,20080418,4.541
600519.SH,20080421,4.541
600519.SH,20080422,4.541
600519.SH,20080423,4.541
600519.SH,20080424,4.541
600519.SH,20080425,4.541
600519.SH,20080428,4.541
600519.SH,20080429,4.541
600519.SH,20080430,4.541
600519.SH,20080505,4.541
600519.SH,20080506,4.541
600519.SH,20080507,4.541
600519.SH,20080508,4.541
600519.SH,20080509,4.541
600519.SH,20080512,4.541
600519.SH,20080513,4.541
600519.SH,20080514,4.541
600519.SH,20080515,4.541
600519.SH,20080516,4.541
600519.SH,20080519,4.541
600519.SH,20080520,4.541
600519.SH,20080521,4.541
600519.SH,20080522,4.541
600519.SH,20080523,4.541
600519.SH,20080526,4.541
600519.SH,20080527,4.541
600519.SH,20080528,4.541
600519.SH,20080529,4.541
600519.SH,20080530,4.541
600519.SH,20080602,4.541
600519.SH,20080603,4.541
600519.SH,20080604,4.541
600519.SH,20080605,4.541
600519.SH,20080606,4.541
600519.SH,20080610,4.541
600519.SH,20080611,4.541
600519.SH,20080612,4.541
600519.SH,20080613,4.541
600519.SH,20080616,4.566
600519.SH,20080617,4.566
600519.SH,20080618,4.566
600519.SH,20080619,4.566
600519.SH,20080620,4.566
600519.SH,20080623,4.566
600519.SH,20080624,4.566
600519.SH,20080625,4.566
600519.SH,20080626,4.566
600519.SH,20080627,4.566
600519.SH,20080630,4.566
600519.SH,20080701,4.566
600519.SH,20080702,4.566
600519.SH,20080703,4.566
600519.SH,20080704,4.566
600519.SH,20080707,4.566
600519.SH,20080708,4.566
600519.SH,20080709,4.566
600519.SH,20080710,4.566
600519.SH,20080711,4.566
600519.SH,20080714,4.566
600519.SH,20080715,4.566
600519.SH,20080716,4.566
600519.SH,20080717,4.566
600519.SH,20080718,4.566
600519.SH,20080721,4.566
600519.SH,20080722,4.566
600519.SH,20080723,4.566
600519.SH,20080724,4.566
600519.SH,20080725,4.566
600519.SH,20080728,4.566
600519.SH,20080729,4.566
600519.SH,20080730,4.566
600519.SH,20080731,4.566
600519.SH,20080801,4.566
600519.SH,20080804,4.566
600519.SH,20080805,4.566
600519.SH,20080806,4.566
600519.SH,20080807,4.566
600519.SH,20080808,4.566
600519.SH,20080811,4.566
600519.SH,20080812,4.566
600519.SH,20080813,4.566
600519.SH,20080814,4.566
600519.SH,20080815,4.566
600519.SH,20080818,4.566
600519.SH,20080819,4.566
600519.SH,20080820,4.566
600519.SH,20080821,4.566
600519.SH,20080822,4.566
600519.SH,20080825,4.566
600519.SH,20080826,4.566
600519.SH,20080827,4.566
600519.SH,20080828,4.566
600519.SH,20080829,4.566
600519.SH,20080901,4.566
600519.SH,20080902,4.566
600519.SH,20080903,4.566
600519.SH,20080904,4.566
600519.SH,20080905,4.566
600519.SH,20080908,4.566
600519.SH,20080909,4.566
600519.SH,20080910,4.566
600519.SH,20080911,4.566
600519.SH,20080912,4.566
600519.SH,20080916,4.566
600519.SH,20080917,4.566
600519.SH,20080918,4.566
600519.SH,20080919,4.566
600519.SH,20080922,4.566
600519.SH,20080923,4.566
600519.SH,20080924,4.566
600519.SH,20080925,4.566
600519.SH,20080926,4.566
600519.SH,20081006,4.566
600519.SH,20081007,4.566
600519.SH,20081008,4.566
600519.SH,20081009,4.566
600519.SH,20081010,4.566
600519.SH,20081013,4.566
600519.SH,20081014,4.566
600519.SH,20081015,4.566
600519.SH,20081016,4.566
600519.SH,20081017,4.566
600519.SH,20081020,4.566
600519.SH,20081021,4.566
600519.SH,20081022,4.566
600519.SH,20081023,4.566
600519.SH,20081024,4.566
600519.SH,20081027,4.566
600519.SH,20081028,4.566
600519.SH,20081029,4.566
600519.SH,20081030,4.566
600519.SH,20081031,4.566
600519.SH,20081103,4.566
600519.SH,20081104,4.566
600519.SH,20081105,4.566
600519.SH,20081106,4.566
600519.SH,20081107,4.566
600519.SH,20081110,4.566
600519.SH,20081111,4.566
600519.SH,20081112,4.566
600519.SH,20081113,4.566
600519.SH,20081114,4.566
600519.SH,20081117,4.566
600519.SH,20081118,4.566
600519.SH,20081119,4.566
600519.SH,20081120,4.566
600519.SH,20081121,4.566
600519.SH,20081124,4.566
600519.SH,20081125,4.566
600519.SH,20081126,4.566
600519.SH,20081127,4.566
600519.SH,20081128,4.566
600519.SH,20081201,4.566
600519.SH,20081202,4.566
600519.SH,20081203,4.566
600519.SH,20081204,4.566
600519.SH,20081205,4.566
600519.SH,20081208,4.566
600519.SH,20081209,4.566
600519.SH,20081210,4.566
600519.SH,20081211,4.566
600519.SH,20081212,4.566
600519.SH,20081215,4.566
600519.SH,20081216,4.566
600519.SH,20081217,4.566
600519.SH,20081218,4.566
600519.SH,20081219,4.566
600519.SH,20081222,4.566
600519.SH,20081223,4.566
600519.SH,20081224,4.566
600519.SH,20081225,4.566
600519.SH,20081226,4.566
600519.SH,20081229,4.566
600519.SH,20081230,4.566
600519.SH,20081231,4.566
600519.SH,20090105,4.566
600519.SH,20090106,4.566
600519.SH,20090107,4.566
600519.SH,20090108,4.566
600519.SH,20090109,4.566
600519.SH,20090112,4.566
600519.SH,20090113,4.566
600519.SH,20090114,4.566
600519.SH,20090115,4.566
600519.SH,20090116,4.566
600519.SH,20090119,4.566
600519.SH,20090120,4.566
600519.SH,20090121,4.566
600519.SH,20090122,4.566
600519.SH,20090123,4.566
600519.SH,20090202,4.566
600519.SH,20090203,4.566
600519.SH,20090204,4.566
600519.SH,20090205,4.566
600519.SH,20090206,4.566
600519.SH,20090209,4.566
600519.SH,20090210,4.566
600519.SH,20090211,4.566
600519.SH,20090212,4.566
600519.SH,20090213,4.566
600519.SH,20090216,4.566
600519.SH,20090217,4.566
600519.SH,20090218,4.566
600519.SH,20090219,4.566
600519.SH,20090220,4.566
600519.SH,20090223,4.566
600519.SH,20090224,4.566
600519.SH,20090225,4.566
600519.SH,20090226,4.566
600519.SH,20090227,4.566
600519.SH,20090302,4.566
600519.SH,20090303,4.566
600519.SH,20090304,4.566
600519.SH,20090305,4.566
600519.SH,20090306,4.566
600519.SH,20090309,4.566
600519.SH,20090310,4.566
600519.SH,20090311,4.566
600519.SH,20090312,4.566
600519.SH,20090313,4.566
600519.SH,20090316,4.566
600519.SH,20090317,4.566
600519.SH,20090318,4.566
600519.SH,20090319,4.566
600519.SH,20090320,4.566
600519.SH,20090323,4.566
600519.SH,20090324,4.566
600519.SH,20090325,4.566
600519.SH,20090326,4.566
600519.SH,20090327,4.566
600519.SH,20090330,4.566
600519.SH,20090331,4.566
600519.SH,20090401,4.566
600519.SH,20090402,4.566
600519.SH,20090403,4.566
600519.SH,20090407,4.566
600519.SH,20090408,4.566
600519.SH,20090409,4.566
600519.SH,20090410,4.566
600519.SH,20090413,4.566
600519.SH,20090414,4.566
600519.SH,20090415,4.566
600519.SH,20090416,4.566
600519.SH,20090417,4.566
600519.SH,20090420,4.566
600519.SH,20090421,4.566
600519.SH,20090422,4.566
600519.SH,20090423,4.566
600519.SH,20090424,4.566
600519.SH,20090427,4.566
600519.SH,20090428,4.566
600519.SH,20090429,4.566
600519.SH,20090430,4.566
600519.SH,20090504,4.566
600519.SH,20090505,4.566
600519.SH,20090506,4.566
600519.SH,20090507,4.566
600519.SH,20090508,4.566
600519.SH,20090511,4.566
600519.SH,20090512,4.566
600519.SH,20090513,4.566
600519.SH,20090514,4.566
600519.SH,20090515,4.566
600519.SH,20090518,4.566
600519.SH,20090519,4.566
600519.SH,20090520,4.566
600519.SH,20090521,4.566
600519.SH,20090522,4.566
600519.SH,20090525,4.566
600519.SH,20090526,4.566
600519.SH,20090527,4.566
600519.SH,20090601,4.566
600519.SH,20090602,4.566
600519.SH,20090603,4.566
600519.SH,20090604,4.566
600519.SH,20090605,4.566
600519.SH,20090608,4.566
600519.SH,20090609,4.566
600519.SH,20090610,4.566
600519.SH,20090611,4.566
600519.SH,20090612,4.566
600519.SH,20090615,4.566
600519.SH,20090616,4.566
600519.SH,20090617,4.566
600519.SH,20090618,4.566
600519.SH,20090619,4.566
600519.SH,20090622,4.566
600519.SH,20090623,4.566
600519.SH,20090624,4.566
600519.SH,20090625,4.566
600519.SH,20090626,4.566
600519.SH,20090629,4.566
600519.SH,20090630,4.566
600519.SH,20090701,4.602
600519.SH,20090702,4.602
600519.SH,20090703,4.602
600519.SH,20090706,4.602
600519.SH,20090707,4.602
600519.SH,20090708,4.602
600519.SH,20090709,4.602
600519.SH,20090710,4.602
600519.SH,20090713,4.602
600519.SH,20090714,4.602
600519.SH,20090715,4.602
600519.SH,20090716,4.602
600519.SH,20090717,4.602
600519.SH,20090720,4.602
600519.SH,20090721,4.602
600519.SH,20090722,4.602
600519.SH,20090723,4.602
600519.SH,20090724,4.602
600519.SH,20090727,4.602
600519.SH,20090728,4.602
600519.SH,20090729,4.602
600519.SH,20090730,4.602
600519.SH,20090731,4.602
600519.SH,20090803,4.602
600519.SH,20090804,4.602
600519.SH,20090805,4.602
600519.SH,20090806,4.602
600519.SH,20090807,4.602
600519.SH,20090810,4.602
600519.SH,20090811,4.602
600519.SH,20090812,4.602
600519.SH,20090813,4.602
600519.SH,20090814,4.602
600519.SH,20090817,4.602
600519.SH,20090818,4.602
600519.SH,20090819,4.602
600519.SH,20090820,4.602
600519.SH,20090821,4.602
600519.SH,20090824,4.602
600519.SH,20090825,4.602
600519.SH,20090826,4.602
600519.SH,20090827,4.602
600519.SH,20090828,4.602
600519.SH,20090831,4.602
600519.SH,20090901,4.602
600519.SH,20090902,4.602
600519.SH,20090903,4.602
600519.SH,20090904,4.602
600519.SH,20090907,4.602
600519.SH,20090908,4.602
600519.SH,20090909,4.602
600519.SH,20090910,4.602
600519.SH,20090911,4.602
600519.SH,20090914,4.602
600519.SH,20090915,4.602
600519.SH,20090916,4.602
600519.SH,20090917,4.602
600519.SH,20090918,4.602
600519.SH,20090921,4.602
600519.SH,20090922,4.602
600519.SH,20090923,4.602
600519.SH,20090924,4.602
600519.SH,20090925,4.602
600519.SH,20090928,4.602
600519.SH,20090929,4.602
600519.SH,20090930,4.602
600519.SH,20091009,4.602
600519.SH,20091012,4.602
600519.SH,20091013,4.602
600519.SH,20091014,4.602
600519.SH,20091015,4.602
600519.SH,20091016,4.602
600519.SH,20091019,4.602
600519.SH,20091020,4.602
600519.SH,20091021,4.602
600519.SH,20091022,4.602
600519.SH,20091023,4.602
600519.SH,20091026,4.602
600519.SH,20091027,4.602
600519.SH,20091028,4.602
600519.SH,20091029,4.602
600519.SH,20091030,4.602
600519.SH,20091102,4.602
600519.SH,20091103,4.602
600519.SH,20091104,4.602
600519.SH,20091105,4.602
600519.SH,20091106,4.602
600519.SH,20091109,4.602
600519.SH,20091110,4.602
600519.SH,20091111,4.602
600519.SH,20091112,4.602
600519.SH,20091113,4.602
600519.SH,20091116,4.602
600519.SH,20091117,4.602
600519.SH,20091118,4.602
